rack_type,rack_spaces,Comments,Latitude,Longitude,x,y
Lightning Bolt Rack,24,,38.54439375,-121.75380924,6632083.048951253,1960171.9661285877
Low Rack,12,,38.54574111,-121.75831979,6630791.690969676,1960659.1856265962
Bike Rail,6,,38.54440955,-121.7539368,6632046.548368096,1960177.6213010103
Lightning Bolt Rack,16,,38.54465937,-121.75391573,6632052.328868344,1960268.6188224256
Lightning Bolt Rack,85,,38.54590284,-121.75818447,6630830.235840097,1960718.1861647516
Lightning Bolt Rack,63,,38.54580308,-121.75802362,6630876.336141586,1960681.9769195914
Coat Hanger Rack,12,,38.5448824,-121.75452174,6631878.786564514,1960349.372269839
Lightning Bolt Rack,8,,38.54587447,-121.75811392,6630850.44085218,1960707.907313928
Low Rack,5,,38.54582797,-121.75790518,6630910.187451839,1960691.1307726651
Bike Rail,12,,38.54488813,-121.75460632,6631854.590418667,1960351.3929350823
Lightning Bolt Rack,23,,38.54576075,-121.75778638,6630944.229050428,1960666.7443385124
Low Rack,18,,38.54572194,-121.75761923,6630992.071802512,1960652.7374767512
Lightning Bolt Rack,15,,38.54439052,-121.75521176,6631681.920488417,1960169.7076029181
Lightning Bolt Rack,15,,38.54442324,-121.75522317,6631678.625547513,1960181.6147313416
Lightning Bolt Rack,11,,38.54583308,-121.75752907,6631017.749900758,1960693.2797185034
Lightning Bolt Rack,8,,38.54583287,-121.75744243,6631042.530363008,1960693.2695479244
Inverted U,17,,38.54455228,-121.75553264,6631589.986289084,1960228.3715275824
Lightning Bolt Rack,83,,38.54574277,-121.75750041,6631026.035317257,1960660.4149548411
Low Rack,10,,38.54578668,-121.75732816,6631075.256675512,1960676.5353294164
Lightning Bolt Rack,5,,38.54450824,-121.7565629,6631295.368111923,1960211.5392121673
Lightning Bolt Rack,48,,38.54456145,-121.75668372,6631260.761553839,1960230.8278875053
Lightning Bolt Rack,81,,38.54595182,-121.75735904,6631066.264895588,1960736.6533194184
Lightning Bolt Rack,76,,38.54440723,-121.75718026,6631118.8993047625,1960174.2840373367
Lightning Bolt Rack,59,,38.54551922,-121.75735728,6631067.188122094,1960579.1119678319
Lightning Bolt Rack,84,,38.54408921,-121.7576015,6630998.728613347,1960058.1431934983
Lightning Bolt Rack,72,,38.54544,-121.75717217,6631120.207701087,1960550.4004110843
Lightning Bolt Rack,42,,38.54535913,-121.75736113,6631066.241273597,1960520.8063101768
Lightning Bolt Rack,60,,38.54397768,-121.7572171,6631108.779574335,1960017.8227360845
Bike Rail,8,,38.54568738,-121.75583275,6631503.0432215035,1960641.5166986734
Bike Rail,8,,38.54569612,-121.75599744,6631455.93340759,1960644.5734510869
Low Rack,5,,38.54558418,-121.75532898,6631647.225347847,1960604.3228754252
Bike Rail,24,,38.54565047,-121.75651332,6631308.434358761,1960627.556096673
Bike Rail,16,,38.54551204,-121.75533414,6631645.818526506,1960578.047009334
Bike Rail,8,,38.54542767,-121.75533099,6631646.802120343,1960547.3226613402
Coat Hanger Rack,70,,38.54544587,-121.75629396,6631371.372881174,1960553.212085262
Coat Hanger Rack,70,,38.54533712,-121.75628159,6631375.014934257,1960513.6170200855
Bike Rail,16,,38.5454842,-121.75542794,6631619.019695595,1960567.8363998383
Bike Rail,24,,38.54538581,-121.75669324,6631257.235642254,1960531.0333238393
Bike Rail,16,,38.54547957,-121.75560436,6631568.567368671,1960566.014225006
Bike Rail,12,,38.54524253,-121.75537909,6631633.226688176,1960479.8631505817
Bike Rail,16,,38.54510674,-121.75654339,6631300.364821091,1960429.5167945921
Bike Rail,8,,38.5452044,-121.75534646,6631642.595763922,1960466.0006455034
Bike Rail,12,,38.54513852,-121.75538711,6631631.035091504,1960441.9764153361
Bike Rail,6,,38.54520328,-121.75590416,6631483.09214592,1960465.1643610895
Bike Rail,16,,38.54548437,-121.75584985,6631498.35261409,1960567.5716365874
Bike Rail,23,,38.54538136,-121.75518782,6631687.794164345,1960530.5700701773
Bike Rail,6,,38.53283495,-121.75640329,6631352.414585754,1955960.5024386793
Lightning Bolt Rack,4,,38.53218559,-121.75862491,6630717.538230836,1955722.3231250048
Lightning Bolt Rack,5,,38.53177526,-121.76078553,6630099.871815264,1955571.2558418363
Bike Rail,8,,38.53281344,-121.75998825,6630326.9438676685,1955949.9411080927
Lightning Bolt Rack,32,,38.53282994,-121.7598069,6630378.80367209,1955956.0874212533
Lightning Bolt Rack,8,,38.53370181,-121.75986859,6630360.318144754,1956273.5543060005
Coat Hanger Rack,24,,38.53393668,-121.75956843,6630445.952159837,1956359.3175859153
Bike Rail,6,,38.53398024,-121.7578284,6630943.643093586,1956376.5009505004
Bike Rail,18,,38.53407379,-121.7550161,6631748.008282751,1956412.7269279212
Bike Rail,12,,38.53391506,-121.7533998,6632210.50768584,1956356.1735633463
Coat Hanger Rack,12,,38.53410947,-121.75283545,6632371.7448961735,1956427.4116098434
Bike Rail,6,,38.53414863,-121.75270674,6632408.525662512,1956441.7734577507
Bike Rail,16,,38.53144195,-121.75863503,6630715.363694504,1955451.4991915822
Lightning Bolt Rack,5,,38.52952614,-121.76204244,6629742.468658671,1954751.2302509248
Lightning Bolt Rack,5,,38.52972228,-121.76253658,6629600.923010007,1954822.2914604992
Lightning Bolt Rack,5,,38.52987207,-121.7620289,6629746.010318264,1954877.2195002586
Playground Rack,6,,38.53126531,-121.76145181,6629909.765240088,1955385.0403349996
Low Rack,11,,38.53120966,-121.76137147,6629932.8006270975,1955364.8340105861
Lightning Bolt Rack,32,,38.53167486,-121.76325371,6629393.92506443,1955532.843189001
Lightning Bolt Rack,40,,38.53541246,-121.76219411,6629693.470069006,1956894.788955927
Lightning Bolt Rack,32,,38.53542943,-121.76188992,6629780.466614172,1956901.195111096
Lightning Bolt Rack,16,,38.53555305,-121.76522128,6628827.435383752,1956943.7357084155
Lightning Bolt Rack,7,,38.5353218,-121.76485895,6628931.294756085,1956859.7880416662
Lightning Bolt Rack,20,,38.53532389,-121.7647098,6628973.956744254,1956860.6600871682
Lightning Bolt Rack,66,,38.53738517,-121.76151433,6629886.032019839,1957613.7179642618
Lightning Bolt Rack,78,,38.53748023,-121.76121851,6629970.556785181,1957648.555821091
Lightning Bolt Rack,48,,38.5319825,-121.76667902,6628413.798743844,1955642.346250832
Lightning Bolt Rack,24,,38.53153767,-121.76641062,6628490.99183093,1955480.5460495055
Lightning Bolt Rack,10,,38.5400964,-121.76244679,6629616.73367393,1958600.3882350028
Coat Hanger Rack,28,,38.53930575,-121.76268571,6629549.1501476765,1958312.2743099183
Coat Hanger Rack,24,,38.53935156,-121.76242554,6629623.521718085,1958329.1499323398
Lightning Bolt Rack,90,,38.54036997,-121.76188681,6629776.641818672,1958700.4375755936
Coat Hanger Rack,12,,38.54081058,-121.76319548,6629401.912253171,1958859.9205243438
Coat Hanger Rack,36,,38.5408156,-121.76360257,6629285.472525418,1958861.4451275915
Coat Hanger Rack,14,,38.54098708,-121.76383293,6629219.421476424,1958923.721905917
Coat Hanger Rack,14,,38.54110134,-121.76375219,6629242.406338587,1958965.393082425
Coat Hanger Rack,24,,38.54103445,-121.76357286,6629293.761878923,1958941.165768668
Coat Hanger Rack,14,,38.54101213,-121.76315551,6629413.155012846,1958933.3485270888
Coat Hanger Rack,24,,38.54137825,-121.76355645,6629298.128011927,1959066.3833660036
Coat Hanger Rack,14,,38.54129961,-121.76373866,6629246.088089764,1959037.609801501
Coat Hanger Rack,14,,38.54144352,-121.76385163,6629213.640976176,1959089.9338438362
Coat Hanger Rack,12,,38.54150842,-121.7636595,6629268.532270595,1959113.7126676738
Coat Hanger Rack,12,,38.54160512,-121.76312797,6629420.468318418,1959149.3257854283
Coat Hanger Rack,12,,38.54161203,-121.7628401,6629502.798206255,1959152.0564230084
Coat Hanger Rack,48,,38.54161403,-121.76270917,6629540.244653672,1959152.8812244982
Coat Hanger Rack,12,,38.54161547,-121.76258622,6629575.409281507,1959153.4996615946
Coat Hanger Rack,14,,38.5413178,-121.7624839,6629604.957450762,1959045.1704819202
Coat Hanger Rack,12,,38.54118843,-121.76260508,6629570.421430588,1958997.9658519179
Coat Hanger Rack,12,,38.54118814,-121.76284812,6629500.905165419,1958997.6794351786
Coat Hanger Rack,24,,38.54098525,-121.76248488,6629604.993539929,1958924.0627845079
Coat Hanger Rack,36,,38.54070716,-121.76277035,6629523.606891677,1958822.5754546672
Coat Hanger Rack,14,,38.54075274,-121.76227971,6629663.898933917,1958839.5396595895
Coat Hanger Rack,14,,38.54073628,-121.76218404,6629691.276175752,1958833.6167711765
Coat Hanger Rack,14,,38.540869,-121.76227911,6629663.95864509,1958881.87979801
Coat Hanger Rack,36,,38.54095139,-121.76204322,6629731.350570679,1958912.0614961684
Coat Hanger Rack,14,,38.54089487,-121.76189399,6629774.088346094,1958891.5894242525
Coat Hanger Rack,42,,38.54075881,-121.76156467,6629868.410335928,1958842.2844047546
Coat Hanger Rack,14,,38.54068224,-121.76146354,6629897.407325178,1958814.4777018428
Coat Hanger Rack,14,,38.54067691,-121.76120783,6629970.551207751,1958812.7260649204
Coat Hanger Rack,28,,38.5408947,-121.76117638,6629979.339904085,1958892.0648170114
Coat Hanger Rack,14,,38.54093395,-121.76136351,6629925.777675256,1958906.2203005105
Coat Hanger Rack,12,,38.54100799,-121.76148247,6629891.6825990975,1958933.0949186683
Coat Hanger Rack,14,,38.54116168,-121.76137085,6629923.462063089,1958989.1476280838
Coat Hanger Rack,14,,38.5411511,-121.76118475,6629976.701129839,1958985.4347090125
Coat Hanger Rack,14,,38.5411985,-121.76113245,6629991.612517342,1959002.7361835837
Coat Hanger Rack,14,,38.54131867,-121.76138763,6629918.512926012,1959046.3086030036
Coat Hanger Rack,14,,38.54131236,-121.76116417,6629982.432417586,1959044.1786860079
Coat Hanger Rack,12,,38.54114098,-121.76176818,6629809.836306095,1958981.3126700073
Coat Hanger Rack,12,,38.54123979,-121.76175152,6629814.507228509,1959017.310301423
Coat Hanger Rack,42,,38.54150206,-121.76185743,6629783.962998256,1959112.743837595
Coat Hanger Rack,28,,38.54160269,-121.76217134,6629694.083912924,1959149.1545259207
Coat Hanger Rack,14,,38.54157372,-121.76228323,6629662.108911261,1959138.5200327486
Coat Hanger Rack,14,,38.54146541,-121.76229017,6629660.227681428,1959099.071292758
Coat Hanger Rack,48,,38.54145951,-121.76147675,6629892.886664927,1959097.5309415013
Coat Hanger Rack,14,,38.54176295,-121.76184176,6629788.197241753,1959207.764316842
Coat Hanger Rack,14,,38.54176806,-121.76169103,6629831.304439008,1959209.7380661666
Coat Hanger Rack,12,,38.54174436,-121.76150763,6629883.783664763,1959201.2453010082
Coat Hanger Rack,14,,38.5417509,-121.76136116,6629925.670063928,1959203.7374220043
Coat Hanger Rack,42,,38.5428045,-121.76091738,6630051.588775337,1959587.7701185048
Lightning Bolt Rack,20,,38.54283088,-121.76118075,6629976.235907674,1959597.1762676686
Lightning Bolt Rack,13,,38.54285344,-121.76150362,6629883.867982179,1959605.1523015946
Lightning Bolt Rack,9,,38.54286748,-121.76189393,6629772.220895752,1959609.9702053368
Coat Hanger Rack,24,,38.54371787,-121.76280342,6629511.286050171,1959918.9846791774
Varsity Rack,2,,38.54363238,-121.76263383,6629559.873551428,1959887.9798199236
Lightning Bolt Rack,2,,38.54364094,-121.76245934,6629609.7714175135,1959891.2265325934
Lightning Bolt Rack,6,,38.5432254,-121.76440048,6629054.9759391695,1959738.4502633363
Lightning Bolt Rack,8,,38.54340724,-121.76472963,6628960.663135678,1959804.429790169
Lightning Bolt Rack,4,,38.54341466,-121.76516851,6628835.130906418,1959806.8074100912
Low Rack,6,,38.54340546,-121.76517659,6628832.830386087,1959803.4507895112
Lightning Bolt Rack,4,,38.54348239,-121.76528754,6628801.025003508,1959831.3838045
Coat Hanger Rack,132,,38.53972348,-121.76424855,6629101.739625171,1958463.2379187495
Coat Hanger Rack,46,,38.53940081,-121.76448425,6629034.625586167,1958345.5534428358
Low Rack,18,,38.53969755,-121.76480067,6628943.842959344,1958453.3845920116
Coat Hanger Rack,22,,38.53858544,-121.7640907,6629147.964598343,1958048.9050860107
Coat Hanger Rack,24,,38.53858268,-121.76389554,6629203.786665171,1958048.0468199998
Lightning Bolt Rack,48,,38.53873268,-121.76357071,6629296.55813317,1958102.913180083
Lightning Bolt Rack,20,,38.5390469,-121.7632685,6629382.699037001,1958217.5697749257
Coat Hanger Rack,42,,38.53904853,-121.76293775,6629477.301866174,1958218.4116367549
Park-rite Rack,24,,38.544166,-121.76066268,6630123.129642755,1960083.790451929
Park-rite Rack,24,,38.54418482,-121.76153093,6629874.785323173,1960089.9908988327
Park-rite Rack,8,,38.54440356,-121.76184676,6629784.247774586,1960169.4156087488
Park-rite Rack,24,,38.54463632,-121.7614676,6629892.467374429,1960254.4633389264
Park-rite Rack,31,,38.54572852,-121.76172963,6629816.481634006,1960652.0222550929
Park-rite Rack,29,,38.54558968,-121.76173343,6629815.527239591,1960601.4570675045
Park-rite Rack,8,,38.5453361,-121.76127623,6629946.531242669,1960509.4529864192
Park-rite Rack,8,,38.54584839,-121.76124922,6629953.7658082545,1960696.039555505
Park-rite Rack,24,,38.54548688,-121.76077502,6630089.73568067,1960564.741261676
Lightning Bolt Rack,88,,38.54453489,-121.75730214,6631083.91577892,1960220.680926174
Park-rite Rack,24,,38.54563572,-121.76077264,6630090.271768838,1960618.9488304257
Other,,,38.54491409,-121.76090194,6630053.982799426,1960356.0484375954
Lightning Bolt Rack,5,,38.54041155,-121.75859065,6630719.381731093,1958718.0687739253
Other,,,38.5448692,-121.76090042,6630054.462129176,1960339.7003731728
Concrete Pod,15,,38.54486596,-121.76088524,6630058.806936756,1960338.5323965102
Concrete Pod,5,,38.54490845,-121.76089355,6630056.3892906755,1960354.0015256703
Other,,,38.54492626,-121.7612054,6629967.179495335,1960360.2505289167
Concrete Pod,10,,38.54493138,-121.76118023,6629974.375347093,1960362.136351928
Other,,,38.54485995,-121.76120617,6629967.02431193,1960336.1012990028
Concrete Pod,7,,38.54486578,-121.76117777,6629975.141093597,1960338.2456516773
Other,,,38.54427835,-121.7622704,6629663.202084929,1960123.499033928
Other,,,38.54430118,-121.76249519,6629598.888565257,1960131.645671174
Other,,,38.54430855,-121.76272376,6629533.507462427,1960134.1584614217
Other,,,38.54431151,-121.76294039,6629471.547612593,1960135.0754543394
Other,,,38.54430517,-121.7632927,6629370.78961201,1960132.5029529184
Other,,,38.54431226,-121.7634791,6629317.47311759,1960134.9465175867
Other,,,38.54430843,-121.76368383,6629258.922381669,1960133.397964254
Other,,,38.54430327,-121.76387557,6629204.088173762,1960131.3776270896
Other,,,38.54449081,-121.76373872,6629243.049381927,1960199.7764404267
Other,,,38.5444895,-121.76348646,6629315.199828178,1960199.4877270907
Other,,,38.54448157,-121.76271,6629537.279436514,1960197.1790046692
Other,,,38.54449225,-121.76250304,6629596.461732835,1960201.2232879251
Other,,,38.54466461,-121.76230872,6629651.873039335,1960264.138516426
Other,,,38.5446801,-121.76249883,6629597.486665174,1960269.6355526745
Other,,,38.54468067,-121.76277733,6629517.832625002,1960269.6355526745
Other,,,38.54467594,-121.76289602,6629483.891748011,1960267.8238765001
Other,,,38.54468635,-121.76324187,6629384.968061343,1960271.357005924
Other,,,38.54468099,-121.76349012,6629313.9711560905,1960269.2218395919
Other,,,38.54468071,-121.76367472,6629261.173689514,1960268.982994929
Other,,,38.54470312,-121.76387902,6629202.721378595,1960276.9901967496
Park-rite Rack,4,,38.54500451,-121.76383224,6629215.815184429,1960386.784924671
Other,,,38.54528814,-121.76317256,6629404.218022838,1960490.5701501667
Other,,,38.54526748,-121.76297211,6629461.567973763,1960483.1954930127
Other,,,38.54528768,-121.76268457,6629543.785985172,1960490.764047429
Other,,,38.54527295,-121.76246264,6629607.2730629295,1960485.5662231743
Other,,,38.54507779,-121.76274498,6629526.707607254,1960414.2822450101
Other,,,38.54508733,-121.7629215,6629476.214598,1960417.6237737536
Other,,,38.54490558,-121.76322034,6629390.91654025,1960351.21314542
Other,,,38.54488669,-121.76295429,6629467.026952341,1960344.530087918
Other,,,38.54489923,-121.76277154,6629519.281441003,1960349.2331625074
Other,,,38.54488456,-121.76254112,6629585.19633542,1960344.0632253438
Other,,,38.54547783,-121.76225019,6629667.840527087,1960560.3373990953
Other,,,38.5454928,-121.76249884,6629596.7104200125,1960565.6028085053
Other,,,38.54549628,-121.76270393,6629538.049448088,1960566.7166514248
Other,,,38.54549819,-121.76296523,6629463.316329837,1960567.2199312598
Other,,,38.54548889,-121.76321201,6629392.746261001,1960563.6490722597
Other,,,38.54549488,-121.76348402,6629314.942610845,1960565.6270866692
Other,,,38.54550644,-121.76364191,6629269.776034504,1960569.7189420015
Other,,,38.54550535,-121.76386031,6629207.3132329285,1960569.1579195112
Other,,,38.54569383,-121.76367016,6629261.517520845,1960637.9412465096
Other,,,38.54568842,-121.76349934,6629310.378315508,1960636.099714756
Other,,,38.54568243,-121.76272888,6629530.738767177,1960634.4914502501
Other,,,38.54566775,-121.76245559,6629608.913151503,1960629.3500563353
Other,,,38.54585184,-121.7622266,6629674.22863768,1960696.5621922612
Other,,,38.54587193,-121.76250836,6629593.625780508,1960703.668805346
Other,,,38.54587045,-121.76267107,6629547.094377503,1960703.009029761
Other,,,38.54586306,-121.76293096,6629472.769723013,1960700.1222245097
Other,,,38.54587587,-121.76318493,6629400.124199003,1960704.5962969214
Other,,,38.54587303,-121.76341142,6629335.350378424,1960703.3964961767
Other,,,38.54587077,-121.7636301,6629272.808508754,1960702.409621507
Other,,,38.54588152,-121.76392652,6629188.0225890875,1960706.1044960022
Wave Rack,3,,38.54306443,-121.76354611,6629299.488245428,1959680.4615341723
Low Rack,6,,38.54265853,-121.76346615,6629322.743448257,1959532.7032995075
Lightning Bolt Rack,5,,38.54266597,-121.76459131,6629000.92486617,1959534.5743587613
Lightning Bolt Rack,4,,38.54360929,-121.76434776,6629069.692773253,1959878.2941437513
Lightning Bolt Rack,45,,38.54026112,-121.76141295,6629912.281639263,1958661.1512368321
Bike Rail,6,,38.53850263,-121.76361557,6629283.945297509,1958019.101339832
Coat Hanger Rack,12,,38.53836179,-121.76398185,6629179.30968,1957967.5394350886
Bike Rail,6,,38.53824074,-121.76448806,6629034.631819755,1957923.078237921
Bike Rail,6,,38.53838507,-121.76430219,6629087.65927276,1957975.7779356688
Lightning Bolt Rack,5,,38.5299917,-121.76301077,6629465.01973851,1954920.0547164232
Playground Rack,6,,38.53398876,-121.76560729,6628718.488423169,1956373.772609502
Playground Rack,6,,38.53387249,-121.76576871,6628672.424210846,1956331.307143256
Coat Hanger Rack,10,,38.53354464,-121.76666938,6628415.09532918,1956211.2493125051
Coat Hanger Rack,10,,38.53307913,-121.766841,6628366.438930422,1956041.5947961658
Playground Rack,5,,38.53285187,-121.7668518,6628363.559999168,1955958.8233081698
Concrete Pod,5,,38.53259887,-121.76659875,6628436.182557344,1955866.8710642606
Playground Rack,6,,38.53255536,-121.76658883,6628439.061488584,1955851.036450252
Lightning Bolt Rack,12,,38.5322449,-121.76514747,6628851.660729006,1955739.033065334
Lightning Bolt Rack,5,,38.5309224,-121.76607512,6628587.542162761,1955256.7216940075
Lightning Bolt Rack,56,,38.53365398,-121.74825987,6633681.0450990945,1956265.123876676
Coat Hanger Rack,60,,38.53553154,-121.75212255,6632574.257942587,1956945.8531582505
Lightning Bolt Rack,5,,38.54034895,-121.75293519,6632337.037616506,1958699.6163830012
Lightning Bolt Rack,5,,38.54025686,-121.75293311,6632337.724951088,1958666.0823293328
Low Rack,5,,38.54029922,-121.75431573,6631942.219508514,1958680.436303258
Lightning Bolt Rack,8,,38.53835463,-121.75391215,6632059.571964085,1957972.5719053447
Inverted U,6,,38.53825278,-121.75381471,6632087.542052507,1957935.5529505014
Concrete Pod,1,,38.53817937,-121.75382445,6632084.829787597,1957908.8125184178
Lightning Bolt Rack,10,,38.53804208,-121.75461744,6631858.1415926665,1957858.2017272562
Lightning Bolt Rack,5,,38.53790411,-121.75452138,6631885.753742173,1957808.0285992622
Lightning Bolt Rack,10,,38.5379282,-121.75458232,6631868.299052671,1957816.7556159198
Lightning Bolt Rack,5,,38.53818266,-121.75458028,6631868.634025753,1957909.4266904294
Lightning Bolt Rack,21,,38.53816313,-121.7543885,6631923.5069475025,1957902.460168928
Varsity Rack,4,,38.53840819,-121.75489041,6631779.704413593,1957991.3198993355
Lightning Bolt Rack,5,,38.53859651,-121.75399173,6632036.570369676,1958060.596007511
Concrete Pod,6,,38.53961649,-121.75299061,6632321.910678253,1958432.8262341768
Lightning Bolt Rack,10,,38.54603791,-121.76042052,6630190.593746677,1960765.6831170022
Lightning Bolt Rack,5,,38.54596854,-121.76047783,6630174.268648088,1960740.3770652562
Lightning Bolt Rack,8,,38.54190022,-121.76959516,6627570.455614254,1959252.0391626656
Lightning Bolt Rack,4,,38.54133613,-121.76970256,6627540.260464668,1959046.530387342
Lightning Bolt Rack,34,,38.54133521,-121.76978987,6627515.2867613435,1959046.1327503324
Lightning Bolt Rack,3,,38.54132247,-121.76969803,6627541.568861008,1959041.559924841
Lightning Bolt Rack,3,,38.54127072,-121.76974685,6627527.650581762,1959022.6770885885
Lightning Bolt Rack,4,,38.54126415,-121.76982759,6627504.564998001,1959020.227618426
Lightning Bolt Rack,4,,38.54128835,-121.77007545,6627433.650441676,1959028.8608032614
Lightning Bolt Rack,19,,38.54133756,-121.77015597,6627410.572403833,1959046.7246126682
Lightning Bolt Rack,3,,38.54126643,-121.7701305,6627417.922782838,1959020.8365410864
Lightning Bolt Rack,3,,38.5412931,-121.77024349,6627385.580984011,1959030.4703800827
Lightning Bolt Rack,4,,38.54135481,-121.77023367,6627388.3336031735,1959052.9490096718
Lightning Bolt Rack,14,,38.54145198,-121.77031997,6627363.5610149205,1959088.2727579176
Lightning Bolt Rack,14,,38.54151556,-121.77030453,6627367.919273928,1959111.4393782616
Lightning Bolt Rack,4,,38.54156676,-121.77022327,6627391.112797096,1959130.1434090883
Lightning Bolt Rack,19,,38.54163694,-121.77014606,6627413.132766172,1959155.7578591704
Lightning Bolt Rack,3,,38.54165764,-121.77022249,6627391.253872931,1959163.2420961708
Lightning Bolt Rack,3,,38.54169904,-121.77017794,6627403.955619171,1959178.351974085
Lightning Bolt Rack,4,,38.5417016,-121.77010931,6627423.585173085,1959179.3339275122
Lightning Bolt Rack,34,,38.54160739,-121.7697837,6627516.802178264,1959145.2578801662
Lightning Bolt Rack,4,,38.54168602,-121.76981725,6627507.132906258,1959173.868387252
Lightning Bolt Rack,3,,38.54168273,-121.76971548,6627536.243412346,1959172.7473265082
Lightning Bolt Rack,3,,38.54165651,-121.76969034,6627543.459933341,1959163.2151933461
Lightning Bolt Rack,4,,38.54160112,-121.7696918,6627543.092151925,1959143.0433176756
Lightning Bolt Rack,4,,38.54053002,-121.76971788,6627536.620708168,1958752.9499377608
Lightning Bolt Rack,12,,38.54061982,-121.76969291,6627543.681717679,1958785.672641337
Lightning Bolt Rack,2,,38.5405335,-121.76980699,6627511.131257847,1958754.1556439996
Lightning Bolt Rack,18,,38.54062418,-121.76982308,6627506.445243597,1958787.1670609266
Lightning Bolt Rack,2,,38.54054821,-121.76990521,6627483.022718251,1958759.4390980005
Lightning Bolt Rack,4,,38.54053607,-121.76998473,6627460.289167926,1958754.9610885829
Lightning Bolt Rack,8,,38.54058494,-121.77006767,6627436.522155091,1958772.7002263367
Lightning Bolt Rack,10,,38.54075635,-121.77019351,6627400.370324507,1958835.0317945927
Lightning Bolt Rack,4,,38.54073752,-121.77023633,6627388.142658681,1958828.1430288404
Lightning Bolt Rack,3,,38.54079511,-121.77024577,6627385.389711425,1958849.10886617
Lightning Bolt Rack,3,,38.5408265,-121.77020653,6627396.582930505,1958860.5688170046
Lightning Bolt Rack,10,,38.54079515,-121.77013979,6627415.699690178,1958849.2020418346
Lightning Bolt Rack,4,,38.54081547,-121.7701301,6627418.455262095,1958856.607866928
Lightning Bolt Rack,9,,38.54087152,-121.76994462,6627471.452859506,1958877.1550699174
Lightning Bolt Rack,10,,38.54087854,-121.76999843,6627456.057549089,1958879.6717971712
Lightning Bolt Rack,4,,38.54082558,-121.76981833,6627507.619125754,1958860.515667513
Lightning Bolt Rack,11,,38.54079021,-121.76981118,6627509.695565179,1958847.6383966655
Lightning Bolt Rack,18,,38.54075598,-121.76979371,6627514.723770335,1958835.1869780123
Lightning Bolt Rack,3,,38.54081734,-121.76975171,6627526.680439338,1958857.5629175007
Lightning Bolt Rack,3,,38.54078791,-121.76972111,6627535.460277423,1958846.8677289188
Lightning Bolt Rack,11,,38.54074185,-121.76975936,6627524.562661424,1958830.0652690828
Lightning Bolt Rack,4,,38.54072467,-121.76971699,6627536.695183083,1958823.841200173
Lightning Bolt Rack,2,,38.54094534,-121.77056008,6627295.349865258,1958903.5923530012
Lightning Bolt Rack,12,,38.54018145,-121.77004934,6627442.136645168,1958625.7684335858
Lightning Bolt Rack,5,,38.54014352,-121.77003143,6627447.296411753,1958611.9712170959
Lightning Bolt Rack,4,,38.5401022,-121.77001508,6627452.009656921,1958596.9338455945
Lightning Bolt Rack,3,,38.54011224,-121.7701045,6627426.423422009,1958600.5247176737
Lightning Bolt Rack,3,,38.54012769,-121.77012642,6627420.139313847,1958606.1359269172
Lightning Bolt Rack,9,,38.54017447,-121.77009724,6627428.443431094,1958623.193307504
Lightning Bolt Rack,4,,38.54020798,-121.77012489,6627420.503814429,1958635.376354009
Lightning Bolt Rack,4,,38.54025355,-121.76988747,6627488.368836179,1958652.1460055113
Lightning Bolt Rack,12,,38.54017952,-121.76984534,6627500.488562584,1958625.2133165896
Lightning Bolt Rack,5,,38.54019993,-121.76988529,6627489.042063177,1958632.6197978407
Lightning Bolt Rack,3,,38.54025216,-121.76980666,6627511.485915929,1958651.6968594193
Lightning Bolt Rack,3,,38.54022439,-121.76977074,6627521.783139423,1958641.6109215915
Lightning Bolt Rack,9,,38.54018686,-121.76980304,6627512.581386179,1958627.9200040847
Lightning Bolt Rack,4,,38.54016944,-121.76976875,6627522.403873086,1958621.6011190861
Lightning Bolt Rack,16,,38.54006055,-121.76986091,6627496.144411176,1958581.8754767627
Lightning Bolt Rack,4,,38.53970628,-121.77025843,6627382.769309834,1958452.5712734163
Lightning Bolt Rack,4,,38.53979712,-121.77007217,6627435.96146068,1958485.7883985937
Lightning Bolt Rack,2,,38.53979163,-121.76998667,6627460.421713591,1958483.850738421
Lightning Bolt Rack,14,,38.53975702,-121.76993892,6627474.112631097,1958471.2821940035
Lightning Bolt Rack,24,,38.53968966,-121.76984497,6627501.045320004,1958446.8183321655
Lightning Bolt Rack,10,,38.53975666,-121.76980792,6627511.581716254,1958471.2438082546
Lightning Bolt Rack,2,,38.53979379,-121.76988627,6627489.137863502,1958484.7103167623
Lightning Bolt Rack,4,,38.53979795,-121.76981092,6627510.684080258,1958486.281179756
Lightning Bolt Rack,4,,38.53960704,-121.76993622,6627475.021093845,1958416.6655053347
Lightning Bolt Rack,10,,38.53958706,-121.76996106,6627467.936134264,1958409.368275836
Lightning Bolt Rack,3,,38.53953466,-121.76992431,6627478.494840175,1958390.31450817
Lightning Bolt Rack,3,,38.53951379,-121.7699569,6627469.191709176,1958382.688867256
Lightning Bolt Rack,4,,38.53952523,-121.77002672,6627449.212746501,1958386.8066411763
Lightning Bolt Rack,10,,38.53954511,-121.77001783,6627451.7363635,1958394.0510492623
Lightning Bolt Rack,4,,38.53949118,-121.77027501,6627378.226668,1958374.2249734253
Lightning Bolt Rack,2,,38.53952964,-121.77026654,6627380.6121619195,1958388.2377406657
Lightning Bolt Rack,9,,38.53959736,-121.77020607,6627397.8457232565,1958412.9443841726
Lightning Bolt Rack,2,,38.53964279,-121.7702576,6627383.065241009,1958429.4515690058
